time (s),set_points (m),k_m (kg^1/2.s^-1/2),displacement (m),velocity (m.s^-1),d_current (A),q_current (A),force (N),total_power (W),p_loss (W),slot_temp (K),pole_temp (K)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.15,298.15
0.0001004842035688084,2.524268791714432e-08,0.0,-1.9790267327041146e-13,-1.9694903899486448e-09,-0.7667133100127582,-0.4420545530449857,0.0,-4.874634766199785e-06,0.0,298.15,298.15
0.0002009684071376168,1.0097075166857727e-07,0.00048669016385438906,-5.937080198112343e-13,-3.9389807798972895e-09,-1.3720804525994077,-0.2950916941426789,0.001931612019755645,84.17445614823498,15.751962171436269,298.15,298.15
0.0003014526107064252,2.271841912542989e-07,0.4054644988172366,3.552630899644867e-11,3.5945965369100093e-07,-1.1459782084166572,-0.18159292607825195,1.330403794720358,-6.817632826169326,10.766171171153719,298.15,298.15
0.0004019368142752336,4.038830066743091e-07,0.4497347193404579,2.535814088888321e-08,0.00025200592412066673,-1.0091837923639064,-0.048697121709821295,1.284993042472138,-4.507692662910402,8.163731638473058,298.15,298.15
0.000502421017844042,6.310671979286078e-07,0.5354309800641053,7.510413784623732e-08,0.0004950628575494418,-0.9399766511338535,0.08918186366128691,1.429669167034785,2.367042762272577,7.129582689594256,298.15,298.15
0.0006029052214128503,9.087367650171951e-07,0.6678405017294292,1.520233444766817e-07,0.0007654855579143098,-0.8653219097460401,0.23277251445579128,1.692349823097707,3.9204001693769697,6.421474663892151,298.1502971619489,298.1500000002995
0.0007033894249816587,1.236891707940071e-06,0.7890905277218451,2.611084742653027e-07,0.0010855948090778562,-0.7929000595389342,0.3793167709967109,1.961396768805963,6.120353009310781,6.178417483347532,298.1502971619489,298.1500000002995
0.0008038736285504671,1.6155320266972358e-06,0.8828089833129755,4.0747324336498347e-07,0.001456594806958437,-0.727443368334201,0.5264674928402944,2.241793335627568,9.056203811990994,6.448484494354787,298.1502971619489,298.1500000002995
0.0009043578321192755,2.044657721288689e-06,0.947084884649631,5.96447087682138e-07,0.0018806323541963616,-0.667432809407004,0.6711202770099285,2.535014093070307,12.108220127915196,7.1644514725468165,298.1502971619489,298.1500000002995
0.001004842035688084,2.5242687917144313e-06,0.9847322750871215,8.336031896951935e-07,0.002360133171087518,-0.6121011438238146,0.8111122604528879,2.829745239130705,15.124430111886344,8.257685360658146,298.1502971619489,298.1500000002995
0.0011053262392568923,3.0543652379744614e-06,1.004992878617227,1.124543439507006e-06,0.002895382950540938,-0.561157516979778,0.9432149476388754,3.119212905752691,17.906747286884674,9.63305565534078,298.1507416056299,298.1500000002995
0.0012058104428257007,3.6349470600687805e-06,1.0143249767127178,1.4747696854238094e-06,0.0034853860953078016,-0.5141512153946305,1.06506218425853,3.39242497527643,20.27455857777992,11.185779766088586,298.1507416056299,298.1500000002995
0.001306294646394509,4.266014257997389e-06,1.0201346745398008,1.8894748091912345e-06,0.004127067827964105,-0.47113942223205674,1.1731861518870645,3.64721440444451,22.023923908357197,12.782257721081606,298.1507416056299,298.1500000002995
0.0014067788499633174,4.947566831760284e-06,1.0228232637190842,2.373501537479494e-06,0.004816943470690032,-0.4320454438456571,1.2664488877810685,3.870472768065256,23.084404593138682,14.319466498251693,298.1507416056299,298.1500000002995
0.0015072630535321258,5.67960478135747e-06,1.025721534943237,2.9310932929273706e-06,0.005549048861854743,-0.39616057375451885,1.3424379338470975,4.059993410793835,23.326075724483385,15.667211646187258,298.1507416056299,298.1500000002995
0.0016077472571009342,6.462128106788943e-06,1.0287522253776746,3.5658522527291624e-06,0.006317002446729143,-0.3632399308629589,1.3999511837144354,4.207663561633348,22.754092036845122,16.72863242736689,298.1515131152814,298.1500000002995
0.0017082314606697425,7.295136808054706e-06,1.032622479410097,4.2805851509797646e-06,0.00711288812436251,-0.3332671671560122,1.4379704250371512,4.3104509977891,21.416315700001313,17.424578223656845,298.1515131152814,298.1500000002995
0.001808715664238551,8.178630885154756e-06,1.0375547090913833,5.077245645882579e-06,0.007928216243036513,-0.3061206975283853,1.4560874178185286,4.365760608269608,19.419248091691568,17.70507717806716,298.1515131152814,298.1500000002995
0.0019091998678073593,9.112610338089095e-06,1.0438470547024294,5.9568849950453785e-06,0.008754006280802633,-0.2814052695546799,1.4541483550034573,4.372189280966383,16.901976190618758,17.54382029163312,298.1515131152814,298.1500000002995
0.002009684071376168,1.0097075166857725e-05,1.050955408253988,6.919625386836904e-06,0.00958101231436115,-0.25910411118006993,1.433205881829261,4.328589521603459,14.05132142485922,16.96384238755536,298.1515131152814,298.1500000002995
0.0021101682749449764,1.1132025371460644e-05,1.0599989107593444,7.964638130215417e-06,0.01039977136966529,-0.23893615104294258,1.3937446288773525,4.238853759305219,11.060887459084126,15.991383161180257,298.15224835631,298.1500000002994
0.002210652478513785,1.2217460951897852e-05,1.0699350794834575,9.090217637273394e-06,0.011201556733115922,-0.22036834387272333,1.3376606651360614,4.101931637918501,8.11573701847735,14.69812656960681,298.15224835631,298.1500000002994
0.0023111366820825936,1.3353381908169349e-05,1.080742444715456,1.0293761459349026e-05,0.011977443014229427,-0.20356270298210946,1.2674219298726017,3.923233928214212,5.397031350460076,13.177832782031357,298.15224835631,298.1500000002994
0.002411620885651402,1.4539788240275134e-05,1.0928204631585963,1.1571873128356818e-05,0.01271952828020955,-0.18843711916190853,1.1852397965986108,3.70890617334754,3.038713392144662,11.518450397777066,298.15224835631,298.1500000002994
0.002512105089220211,1.5776679948215207e-05,1.1062338380803296,1.2920478963775374e-05,0.013421073039555646,-0.17488432159507944,1.0939381145182117,3.465691744291326,1.1258024811484866,9.814902417133585,298.15224835631,298.1500000002994
0.0026125892927890194,1.7064057031989572e-05,1.1216878793437397,1.4334956242417091e-05,0.014076613322343032,-0.16239764192389286,0.9959899748288864,3.201067818858017,-0.2938927419971541,8.144148737412012,298.1526194945127,298.1500000002994
0.002713073496357828,1.8401919491598223e-05,1.1360018358572588,1.581027531550315e-05,0.01468209948119661,-0.15075863926969493,0.8957612023199915,2.918146365540088,-1.234238962861819,6.598664922025732,298.1526194945127,298.1500000002994
0.0028135576999266366,1.9790267327041165e-05,1.1524561381101128,1.7341058757164535e-05,0.015234070503560843,-0.14051154109459218,0.7954292329428185,2.632502929867405,-1.7315045384100405,5.217817868916737,298.1526194945127,298.1500000002994
0.002914041903495445,2.1229100538318393e-05,1.1674849332735275,1.8921877405411998e-05,0.015732011521243424,-0.1311419170848608,0.6987938741741431,2.347399886984515,-1.8640432581671245,4.042700698498283,298.1526194945127,298.1500000002994
0.0030145261070642537,2.2718419125429914e-05,1.1815534229757603,2.0547312369383244e-05,0.01617602475057883,-0.12222200347806524,0.6085935626281308,2.07413509782925,-1.7336022522909338,3.081536780405535,298.1526194945127,298.1500000002994
